nodeid,networkcanvasegouuid,networkcanvasuuid,activities_with,alter_health,closeness,live_close,freq,count_on_1,count_on_2,count_on_3,knows_x,knows_y,ease_with_1,ease_with_2,ease_with_3,relat_1,relat_2,relat_3,relat_4,relat_5,relat_6,relat_7,relat_8,alter_gender_1,alter_gender_2,alter_gender_3,alter_age_1,alter_age_2,alter_age_3,alter_age_4,alter_age_5,alter_age_6,alter_age_7,alter_age_8,rel_length,null,relationship,count_on,ease_with,alter_age,alter_gender,PA_with,close,rel_length_text,alter_health_text,live_close_text,freq_text
1,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,06693dca-c375-41d0-ad81-f51b305b79f6,TRUE,3,5,1,6,TRUE,FALSE,FALSE,0.504857009,0.506840205,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,partner,yes,yes,51 to 60,male,yes,5,more than 10 years,neither good nor poor,live together,daily
2,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,6f8a667e-5069-4dc2-af47-b140665a26f9,TRUE,5,5,4,3,TRUE,FALSE,FALSE,0.491410634,0.63300399,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,male,yes,5,more than 10 years,very good,less than hour away,about every 2 weeks
3,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,bb61d2f4-2bfa-4e76-b684-059b5cc59a46,TRUE,5,NA,NA,NA,TRUE,FALSE,FALSE,0.571297921,0.491639749,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,male,yes,0,more than 10 years,very good,NA,NA
4,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,743a36c7-8308-4a1d-8c4e-22167fab6e7c,TRUE,5,NA,NA,NA,TRUE,FALSE,FALSE,0.530167833,0.36699601,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,family,yes,yes,21 to 30,female,yes,0,more than 10 years,very good,NA,NA
5,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,ed5a51db-8b67-4515-9db6-ffe65819d0e1,TRUE,5,NA,NA,NA,TRUE,FALSE,FALSE,0.453444398,0.446038381,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,family,yes,yes,31 to 40,male,yes,0,3-5 years,very good,NA,NA
6,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,8b5ce6a6-b4f8-4182-a833-23e112669346,TRUE,5,NA,NA,NA,TRUE,FALSE,FALSE,0.449489582,0.599562987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,yes,0,more than 10 years,very good,NA,NA
7,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,6589e201-0062-4098-8c1c-4e3832ff21c4,TRUE,5,NA,NA,NA,TRUE,FALSE,FALSE,0.485873891,0.370036101,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,yes,0,more than 10 years,very good,NA,NA
8,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,8a1ca184-6d7d-484b-8a00-251bc63f5e46,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.546778061,0.625403762,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,very good,NA,NA
9,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,4ab417eb-be1f-46e4-ac2c-8075616fa464,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.417851052,0.487079612,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,very good,NA,NA
10,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,32eb33b4-655f-40f4-a9bf-7aa42cfbd280,,3,NA,NA,NA,TRUE,FALSE,FALSE,0.577625627,0.569162075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,neither good nor poor,NA,NA
11,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,b177ec03-14b6-49e3-acc3-b97c108ff29b,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.562597326,0.412597378,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,good,NA,NA
12,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,4461e5d0-8a17-4101-b50c-c74ff8432e6b,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.507229898,0.441478244,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,good,NA,NA
13,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,3de4a92b-7f8b-49e0-9118-50f93ff39d47,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.384630595,0.616283489,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,very good,NA,NA
14,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,6e4fd4e4-96cd-45b5-b220-4ea075fa4131,,3,NA,NA,NA,TRUE,FALSE,FALSE,0.440788986,0.739407182,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,neither good nor poor,NA,NA
15,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,afe61a21-da1e-4e46-9285-72be9ddb690f,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.559433473,0.768288049,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,good,NA,NA
16,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,1da05d62-0bd6-47ca-b04a-af7f85fdae09,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.629829201,0.598042941,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,NA,friend,yes,yes,51 to 60,male,no,0,6-10 years,very good,NA,NA
17,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,a7dfb949-08cf-43e1-b405-2512174c40b2,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.635365944,0.471879156,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,male,no,0,more than 10 years,very good,NA,NA
18,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,89332ea4-6504-4e7c-af3d-ab09999eff58,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.607682231,0.335075052,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,friend,yes,yes,61 to 70,female,no,0,less than 1 year,very good,NA,NA
19,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,046023b2-69f6-415c-9413-294a99cb1b66,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.5222582,0.259072772,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,male,no,0,more than 10 years,very good,NA,NA
20,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,362f1605-7fc5-47a3-aed1-d63f8ea8a56d,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.428924537,0.283393502,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,very good,NA,NA
21,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,a007d2bf-6ccf-46da-bf62-a06aa9b5d40a,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.372766147,0.398916968,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,male,no,0,more than 10 years,very good,NA,NA
22,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,32332836-076e-4a6e-a678-231e5f04efb6,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.46135403,0.525080752,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,very good,NA,NA
23,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,add5dcb4-3028-4c74-9657-8047eaf539fa,TRUE,5,NA,NA,NA,TRUE,FALSE,FALSE,0.535704575,0.553961619,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,yes,0,more than 10 years,very good,NA,NA
24,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,0d1f7fb8-506a-47ab-8eda-4d9d15a31187,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.356155919,0.525080752,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,friend,yes,yes,51 to 60,male,no,0,3-5 years,very good,NA,NA
25,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,89da003b-4be5-4e68-904b-25a898248e6a,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.608473194,0.724206726,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,friend,yes,yes,61 to 70,female,no,0,3-5 years,very good,NA,NA
26,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,20780871-1da3-413d-a301-50f0d2fe911c,TRUE,4,NA,NA,NA,TRUE,FALSE,FALSE,0.504066045,0.757647729,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,yes,0,more than 10 years,good,NA,NA
27,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,4f474eca-0414-4602-802f-4d584f229c70,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.379884816,0.725726772,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,good,NA,NA
28,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,7cd49bcc-4a7d-4f1f-9bcc-9ee050f98e10,,3,NA,NA,NA,TRUE,FALSE,FALSE,0.384630595,0.325954779,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,neither good nor poor,NA,NA
29,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,a78c2fe7-b890-4467-a06e-5df7e2fd8c38,,5,NA,NA,NA,TRUE,FALSE,FALSE,0.474800405,0.224111723,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,male,no,0,more than 10 years,very good,NA,NA
30,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,11fb48d0-91d1-44cd-8dbe-1839e5c03376,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.576834664,0.278833365,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,NA,friend,yes,yes,51 to 60,female,no,0,6-10 years,good,NA,NA
31,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,3c626786-9c82-4780-9698-6c1629ec4648,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.651185209,0.403477104,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,NA,friend,yes,yes,51 to 60,male,no,0,6-10 years,good,NA,NA
32,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,c4c20fb4-ef3e-46b4-b2e1-dc77ab841602,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.645648466,0.553961619,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,0,more than 10 years,good,NA,NA
33,5ec8d89c-9fcf-4fb3-803f-dd4e1ef79acd,577f99c4-91b5-4dd9-ab0a-be1e313e0a01,,4,NA,NA,NA,TRUE,FALSE,FALSE,0.640111724,0.687725632,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,male,no,0,more than 10 years,good,NA,NA
1,b743e7eb-42e0-41a4-a510-0a403dd1e956,ede39ef7-40ad-4b40-ae15-9b24b75c1b00,TRUE,5,5,1,6,TRUE,FALSE,FALSE,0.489533955,0.423719361,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,partner,yes,yes,61 to 70,male,yes,5,more than 10 years,very good,live together,daily
2,b743e7eb-42e0-41a4-a510-0a403dd1e956,fc15eb7d-ad9e-4940-b7e3-5cbb271ec12d,,5,5,6,4,TRUE,FALSE,FALSE,0.532996005,0.50556791,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,male,no,5,more than 10 years,very good,outwith scotland,least once a week
3,b743e7eb-42e0-41a4-a510-0a403dd1e956,b6967c13-6db3-46bd-b48e-e8a8f470d074,,5,5,2,4,TRUE,FALSE,FALSE,0.463115846,0.453786175,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,male,no,5,more than 10 years,very good,within walking distance,least once a week
4,b743e7eb-42e0-41a4-a510-0a403dd1e956,0492558c-4a22-4524-83d8-5e592c144923,TRUE,5,5,7,6,TRUE,FALSE,FALSE,0.530439414,0.440423147,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,21 to 30,female,yes,5,more than 10 years,very good,not in uk,daily
5,b743e7eb-42e0-41a4-a510-0a403dd1e956,fbf0e565-31f7-446d-a689-9237512901c0,,5,5,2,5,TRUE,FALSE,FALSE,0.476750999,0.523942075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,family,yes,yes,31 to 40,female,no,5,more than 10 years,very good,within walking distance,most days
6,b743e7eb-42e0-41a4-a510-0a403dd1e956,d18554a3-4562-4afa-998b-a9f4c7c0075a,,5,5,2,4,FALSE,FALSE,TRUE,0.516804261,0.56403116,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,family,don't know,don't know,less than 20,male,no,5,2-3 years,very good,within walking distance,least once a week
7,b743e7eb-42e0-41a4-a510-0a403dd1e956,234fd1c5-989a-4db4-bf17-f9672cccfcbc,,4,5,2,3,TRUE,FALSE,FALSE,0.47930759,0.313474376,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,5,more than 10 years,good,within walking distance,about every 2 weeks
8,b743e7eb-42e0-41a4-a510-0a403dd1e956,ed510239-bc6a-49c7-933a-190eb939e427,,4,5,2,3,TRUE,FALSE,FALSE,0.532996005,0.650890845,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,5,more than 10 years,good,within walking distance,about every 2 weeks
9,b743e7eb-42e0-41a4-a510-0a403dd1e956,c7fa390b-7e01-4ec5-bf95-5fe781bd1c2e,TRUE,4,5,2,3,TRUE,FALSE,FALSE,0.601171771,0.577394189,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,yes,5,more than 10 years,good,within walking distance,about every 2 weeks
10,b743e7eb-42e0-41a4-a510-0a403dd1e956,5959b05f-6acf-443c-b0b2-eeb7c02d0a44,,5,3,5,1,FALSE,TRUE,FALSE,0.709400799,0.545656996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,no,yes,61 to 70,female,no,3,more than 10 years,very good,> hour but in scotland,less than monthly
11,b743e7eb-42e0-41a4-a510-0a403dd1e956,bd29abbf-1777-4881-9689-cfcc21428100,TRUE,5,4,2,1,TRUE,FALSE,FALSE,0.611398136,0.483852989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,yes,4,more than 10 years,very good,within walking distance,less than monthly
12,b743e7eb-42e0-41a4-a510-0a403dd1e956,11ef2f2a-23e5-425a-8711-89921e43370d,,5,3,2,1,TRUE,FALSE,FALSE,0.596058589,0.373608004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,3,more than 10 years,very good,within walking distance,less than monthly
13,b743e7eb-42e0-41a4-a510-0a403dd1e956,2c05e1da-ccce-446d-8559-add049028bf0,,4,3,4,4,TRUE,FALSE,FALSE,0.559414115,0.288418697,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,friend,yes,yes,71 to 80,female,no,3,more than 10 years,good,less than hour away,least once a week
14,b743e7eb-42e0-41a4-a510-0a403dd1e956,a5146a86-6736-4115-aa3a-8412e11f62b7,TRUE,5,3,4,4,TRUE,FALSE,FALSE,0.430732357,0.65757236,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,yes,3,more than 10 years,very good,less than hour away,least once a week
15,b743e7eb-42e0-41a4-a510-0a403dd1e956,b395c95a-8502-4fcc-b33a-1f1fb48cf8bf,,5,3,4,4,TRUE,FALSE,FALSE,0.38045273,0.495545639,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,3,more than 10 years,very good,less than hour away,least once a week
16,b743e7eb-42e0-41a4-a510-0a403dd1e956,752475f5-5336-4244-9b04-a8bc07d977be,,5,1,2,4,FALSE,TRUE,FALSE,0.311424767,0.711024474,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,NA,neighbour,no,no,41 to 50,female,no,1,3-5 years,very good,within walking distance,least once a week
17,b743e7eb-42e0-41a4-a510-0a403dd1e956,0d0a644c-92f4-4216-8a46-ed042b1b02ab,,5,1,2,4,FALSE,FALSE,TRUE,0.278189081,0.500556775,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,neighbour,don't know,no,31 to 40,female,no,1,2-3 years,very good,within walking distance,least once a week
18,b743e7eb-42e0-41a4-a510-0a403dd1e956,f7922308-bbd9-4069-8730-cc3914d74c62,,5,2,2,4,FALSE,FALSE,TRUE,0.298641811,0.35523384,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,family,don't know,no,31 to 40,female,no,2,more than 10 years,very good,within walking distance,least once a week
19,b743e7eb-42e0-41a4-a510-0a403dd1e956,25ce2fe0-7240-492e-bf39-59b057c73720,,4,1,5,4,FALSE,TRUE,FALSE,0.456298269,0.131403113,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,NA,friend,no,no,31 to 40,male,no,1,6-10 years,good,> hour but in scotland,least once a week
20,b743e7eb-42e0-41a4-a510-0a403dd1e956,a1c7b136-287d-4423-a3df-3fd0871cbecf,,6,1,2,4,FALSE,TRUE,FALSE,0.556005326,0.139755005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,no,no,61 to 70,female,no,1,more than 10 years,don't know,within walking distance,least once a week
21,b743e7eb-42e0-41a4-a510-0a403dd1e956,a30eed63-22eb-4545-9c18-47818d16a477,,6,1,4,4,FALSE,TRUE,FALSE,0.66252996,0.761135831,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,NA,friend,no,no,61 to 70,female,no,1,2-3 years,don't know,less than hour away,least once a week
