nodeid,networkcanvasegouuid,networkcanvasuuid,activities_with,alter_health,closeness,live_close,freq,count_on_1,count_on_2,count_on_3,knows_x,knows_y,ease_with_1,ease_with_2,ease_with_3,relat_1,relat_2,relat_3,relat_4,relat_5,relat_6,relat_7,relat_8,alter_gender_1,alter_gender_2,alter_gender_3,alter_age_1,alter_age_2,alter_age_3,alter_age_4,alter_age_5,alter_age_6,alter_age_7,alter_age_8,rel_length,null,relationship,count_on,ease_with,alter_age,alter_gender,PA_with,close,rel_length_text,alter_health_text,live_close_text,freq_text
10,6ca586c3-b131-4877-b874-3c29c7a63394,57fd4892-170e-440b-b9ba-5d2f581c2dfb,,4,2,5,1,FALSE,FALSE,TRUE,0.753513462,0.336876356,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,family,don't know,don't know,41 to 50,female,no,2,more than 10 years,good,> hour but in scotland,less than monthly
11,6ca586c3-b131-4877-b874-3c29c7a63394,a48a183c-fe4b-4a9e-b3a1-fc4fefb1d2e4,,6,2,6,1,FALSE,FALSE,TRUE,0.707584293,0.401663051,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,family,don't know,don't know,41 to 50,female,no,2,more than 10 years,don't know,outwith scotland,less than monthly
12,6ca586c3-b131-4877-b874-3c29c7a63394,88899a02-1d12-488c-a481-087f6c0bc3fb,,6,1,5,1,FALSE,FALSE,TRUE,0.76576124,0.515039769,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,NA,family,don't know,no,41 to 50,male,no,1,6-10 years,don't know,> hour but in scotland,less than monthly
13,6ca586c3-b131-4877-b874-3c29c7a63394,a6a85e09-84b5-48df-b27b-8bb943502d93,TRUE,6,2,2,3,TRUE,FALSE,FALSE,0.626442762,0.232754881,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,yes,2,more than 10 years,don't know,within walking distance,about every 2 weeks
14,6ca586c3-b131-4877-b874-3c29c7a63394,bb8eddef-6a4a-42fa-9aff-744804e9d097,,4,2,2,1,TRUE,FALSE,FALSE,0.647110888,0.724439624,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,friend,yes,don't know,51 to 60,male,no,2,3-5 years,good,within walking distance,less than monthly
15,6ca586c3-b131-4877-b874-3c29c7a63394,487ce1a8-7348-4e75-909c-b5bbda5811e2,,3,2,2,1,TRUE,FALSE,FALSE,0.587402969,0.801952278,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,friend,yes,don't know,51 to 60,female,no,2,3-5 years,neither good nor poor,within walking distance,less than monthly
16,6ca586c3-b131-4877-b874-3c29c7a63394,70aeee89-1f01-4916-b32b-95c8a3a583f8,TRUE,6,1,2,4,FALSE,FALSE,TRUE,0.268195247,0.25010846,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,other,don't know,no,51 to 60,female,yes,1,less than 1 year,don't know,within walking distance,least once a week
17,6ca586c3-b131-4877-b874-3c29c7a63394,3719ecaa-db9b-476e-8113-85480a0b4f53,TRUE,6,2,4,4,FALSE,FALSE,TRUE,0.244465176,0.373897325,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,other,don't know,don't know,61 to 70,female,yes,2,less than 1 year,don't know,less than hour away,least once a week
18,6ca586c3-b131-4877-b874-3c29c7a63394,0e457886-15bf-42e7-8889-727ec7c9ec5b,TRUE,6,2,5,4,TRUE,FALSE,FALSE,0.351633236,0.247794649,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,other,yes,yes,51 to 60,female,yes,2,less than 1 year,don't know,> hour but in scotland,least once a week
19,6ca586c3-b131-4877-b874-3c29c7a63394,e3510b24-7879-470d-b940-e963d2756b52,TRUE,4,1,4,4,FALSE,FALSE,TRUE,0.386080113,0.8725235,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,other,don't know,don't know,51 to 60,male,yes,1,less than 1 year,good,less than hour away,least once a week
20,6ca586c3-b131-4877-b874-3c29c7a63394,81bf9090-c9e1-4c13-b854-dabc940efde7,TRUE,6,2,4,4,FALSE,FALSE,TRUE,0.324841221,0.806579899,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,other,don't know,don't know,21 to 30,female,yes,2,less than 1 year,don't know,less than hour away,least once a week
21,6ca586c3-b131-4877-b874-3c29c7a63394,4a305e31-2a8a-42ed-8e4a-c4687ed570e7,TRUE,4,3,4,4,TRUE,FALSE,FALSE,0.384549141,0.770715835,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,other,yes,yes,51 to 60,female,yes,3,3-5 years,good,less than hour away,least once a week
22,6ca586c3-b131-4877-b874-3c29c7a63394,b4b54df9-16db-4e84-ac81-d9a6c0528589,TRUE,4,1,4,4,FALSE,FALSE,TRUE,0.264367816,0.701301518,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,other,don't know,don't know,51 to 60,female,yes,1,less than 1 year,good,less than hour away,least once a week
23,6ca586c3-b131-4877-b874-3c29c7a63394,811dcdd8-df4b-48f0-a471-591e6b895a83,TRUE,4,4,6,1,TRUE,FALSE,FALSE,0.518509216,0.631887202,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,NA,friend,yes,yes,61 to 70,female,yes,4,6-10 years,good,outwith scotland,less than monthly
24,6ca586c3-b131-4877-b874-3c29c7a63394,1f12de01-08b8-478d-bb20-e11027afdc91,TRUE,4,3,4,1,TRUE,FALSE,FALSE,0.646345402,0.575198843,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,yes,3,more than 10 years,good,less than hour away,less than monthly
25,6ca586c3-b131-4877-b874-3c29c7a63394,6fc3fb38-0005-4749-bb0c-b13e3c6dc893,TRUE,4,3,6,1,TRUE,FALSE,FALSE,0.52157116,0.725596529,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,family,yes,yes,61 to 70,female,yes,3,more than 10 years,good,outwith scotland,less than monthly
26,6ca586c3-b131-4877-b874-3c29c7a63394,1deb6308-df4f-4818-b17d-dc63cde6e754,TRUE,4,4,6,1,TRUE,FALSE,FALSE,0.562907412,0.429428778,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,family,yes,yes,51 to 60,female,yes,4,more than 10 years,good,outwith scotland,less than monthly
1,af47adec-b9da-4f1f-913e-899cc7404c69,3175307c-16dc-4742-ae91-2550f232ecf2,,4,5,2,5,FALSE,TRUE,FALSE,0.490074504,0.501652722,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,family,no,no,61 to 70,female,no,5,more than 10 years,good,within walking distance,most days
2,af47adec-b9da-4f1f-913e-899cc7404c69,685101d8-34d0-477a-8409-006eed4f46fe,,4,5,2,4,FALSE,TRUE,FALSE,0.530531397,0.59916331,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,family,no,no,61 to 70,male,no,5,more than 10 years,good,within walking distance,least once a week
3,af47adec-b9da-4f1f-913e-899cc7404c69,af689277-3806-466a-839b-c060c2b15037,,3,5,2,4,FALSE,TRUE,FALSE,0.565088327,0.509916331,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,family,no,no,51 to 60,male,no,5,more than 10 years,neither good nor poor,within walking distance,least once a week
4,af47adec-b9da-4f1f-913e-899cc7404c69,8b6e2314-4ace-4dce-9e80-5c2dd921ad62,,5,5,2,4,FALSE,TRUE,FALSE,0.5532884,0.415711187,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,family,no,no,21 to 30,male,no,5,more than 10 years,very good,within walking distance,least once a week
5,af47adec-b9da-4f1f-913e-899cc7404c69,71b8527a-ad59-4a4d-84e9-37d3d6d56767,,5,5,2,4,FALSE,TRUE,FALSE,0.507774395,0.369434976,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,family,no,no,less than 20,female,no,5,more than 10 years,very good,within walking distance,least once a week
6,af47adec-b9da-4f1f-913e-899cc7404c69,f0f1937f-528d-4f6e-acf6-95e7fe455622,TRUE,5,3,2,3,FALSE,TRUE,FALSE,0.403260754,0.366129532,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,NA,friend,no,no,51 to 60,female,yes,3,6-10 years,very good,within walking distance,about every 2 weeks
7,af47adec-b9da-4f1f-913e-899cc7404c69,4b8b393a-2b87-47c4-985f-774741878428,TRUE,5,3,2,3,FALSE,TRUE,FALSE,0.377975196,0.465292842,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,friend,no,no,61 to 70,female,yes,3,3-5 years,very good,within walking distance,about every 2 weeks
8,af47adec-b9da-4f1f-913e-899cc7404c69,59232754-0056-4ace-bfe0-3dd5eecd8ae9,TRUE,5,3,4,3,FALSE,TRUE,FALSE,0.386403715,0.580983369,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,NA,friend,no,no,51 to 60,male,yes,3,6-10 years,very good,less than hour away,about every 2 weeks
9,af47adec-b9da-4f1f-913e-899cc7404c69,93468e91-618c-44a2-8517-3934a79077b9,TRUE,5,4,2,4,FALSE,TRUE,FALSE,0.4234892,0.290104328,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,NA,friend,no,no,61 to 70,male,yes,4,6-10 years,very good,within walking distance,least once a week
10,af47adec-b9da-4f1f-913e-899cc7404c69,f9e3e0a7-1852-47fe-b902-93f5bb993e60,TRUE,5,2,4,3,FALSE,TRUE,FALSE,0.345946822,0.324811486,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,NA,friend,no,no,61 to 70,male,yes,2,6-10 years,very good,less than hour away,about every 2 weeks
11,af47adec-b9da-4f1f-913e-899cc7404c69,af86526c-37f4-43bb-b95e-aa5d3fcb5ea7,,3,5,6,4,FALSE,TRUE,FALSE,0.489231652,0.61734325,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,family,no,no,51 to 60,male,no,5,more than 10 years,neither good nor poor,outwith scotland,least once a week
12,af47adec-b9da-4f1f-913e-899cc7404c69,5b8a54e8-6a9d-4a09-ad8a-b3a6daea721f,,2,3,6,4,FALSE,TRUE,FALSE,0.501031579,0.752866439,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,family,no,no,51 to 60,female,no,3,more than 10 years,poor,outwith scotland,least once a week
13,af47adec-b9da-4f1f-913e-899cc7404c69,39045f0e-e245-4860-9981-195e3265ceb9,,5,5,7,1,FALSE,TRUE,FALSE,0.442874795,0.610732362,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,family,no,no,31 to 40,male,no,5,more than 10 years,very good,not in uk,less than monthly
14,af47adec-b9da-4f1f-913e-899cc7404c69,352ee424-767a-4eae-9d26-47e78b772cbd,,3,2,2,4,FALSE,TRUE,FALSE,0.421803497,0.739644665,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,neighbour,no,no,41 to 50,female,no,2,more than 10 years,neither good nor poor,within walking distance,least once a week
15,af47adec-b9da-4f1f-913e-899cc7404c69,79538ae9-749b-4e12-ac4a-57c44656152b,,3,2,2,4,FALSE,TRUE,FALSE,0.37123238,0.681799401,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,neighbour,no,no,41 to 50,male,no,2,more than 10 years,neither good nor poor,within walking distance,least once a week
16,af47adec-b9da-4f1f-913e-899cc7404c69,af29ec59-dab4-4367-9290-5a7863aabb4d,,5,2,2,1,FALSE,TRUE,FALSE,0.325718375,0.542970767,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,neighbour,no,no,21 to 30,male,no,2,more than 10 years,very good,within walking distance,less than monthly
17,af47adec-b9da-4f1f-913e-899cc7404c69,adb2a87a-f8f1-4761-9bd5-04d37ded1d23,,3,2,2,4,FALSE,TRUE,FALSE,0.315604152,0.430585683,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,neighbour,no,no,41 to 50,male,no,2,more than 10 years,neither good nor poor,within walking distance,least once a week
18,af47adec-b9da-4f1f-913e-899cc7404c69,101e8b4b-6e3c-46e0-ad0e-924996bdbcc0,,3,2,2,5,FALSE,TRUE,FALSE,0.376289492,0.225648177,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,neighbour,no,no,41 to 50,female,no,2,more than 10 years,neither good nor poor,within walking distance,most days
19,af47adec-b9da-4f1f-913e-899cc7404c69,ca232dc8-f9f6-4f44-ac79-2abe3a198ee7,,3,4,2,4,FALSE,TRUE,FALSE,0.552445548,0.680146679,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,family,no,no,51 to 60,female,no,4,more than 10 years,neither good nor poor,within walking distance,least once a week
20,af47adec-b9da-4f1f-913e-899cc7404c69,0b7998e4-d175-4aa0-b616-23d8f5d2f485,,2,4,3,2,TRUE,FALSE,FALSE,0.521260026,0.262008057,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,4,more than 10 years,poor,in same city or town,few times a month
1,ae192021-e135-4d09-b981-606ba4f8a146,161e3191-eeb5-4f7d-9577-62a071247451,,3,5,1,6,TRUE,FALSE,FALSE,0.507774395,0.488430947,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,partner,yes,yes,61 to 70,male,no,5,more than 10 years,neither good nor poor,live together,daily
2,ae192021-e135-4d09-b981-606ba4f8a146,20d7fbdc-a623-49ee-ba8b-8e4271215bb2,TRUE,3,5,2,6,TRUE,FALSE,FALSE,0.527159989,0.614037806,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,female,yes,5,more than 10 years,neither good nor poor,within walking distance,daily
3,ae192021-e135-4d09-b981-606ba4f8a146,8a6f40ed-c1a8-4e1e-bf18-7f1a072d3486,TRUE,4,5,3,6,TRUE,FALSE,FALSE,0.558345511,0.534707158,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,female,yes,5,more than 10 years,good,in same city or town,daily
4,ae192021-e135-4d09-b981-606ba4f8a146,067252af-5646-424f-a3b3-93fd5d65ec26,TRUE,4,5,4,5,FALSE,TRUE,FALSE,0.565088327,0.448765623,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,family,no,yes,less than 20,female,yes,5,more than 10 years,good,less than hour away,most days
5,ae192021-e135-4d09-b981-606ba4f8a146,28db25cd-b993-476e-9d1e-eeb950452428,TRUE,5,5,3,4,FALSE,TRUE,FALSE,0.541488472,0.367782254,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,family,no,no,less than 20,female,yes,5,less than 1 year,very good,in same city or town,least once a week
6,ae192021-e135-4d09-b981-606ba4f8a146,d9d07fc1-1029-462f-abe6-93dc639ae0b3,,5,4,2,5,TRUE,FALSE,FALSE,0.656959189,0.490083669,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,neighbour,yes,no,71 to 80,female,no,4,2-3 years,very good,within walking distance,most days
7,ae192021-e135-4d09-b981-606ba4f8a146,635e500a-7923-4205-b3f2-7956b3ec311b,,2,4,3,3,TRUE,FALSE,FALSE,0.623245111,0.670230348,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,friend,yes,no,71 to 80,female,no,4,3-5 years,poor,in same city or town,about every 2 weeks
8,ae192021-e135-4d09-b981-606ba4f8a146,2c8fc686-29a8-40a0-b4be-38a5fd3086ee,,3,5,3,5,TRUE,FALSE,FALSE,0.438660535,0.318200599,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,5,more than 10 years,neither good nor poor,in same city or town,most days
9,ae192021-e135-4d09-b981-606ba4f8a146,f725a2ed-0596-41c3-be8c-7a0bd78ab5c7,,3,5,4,3,FALSE,TRUE,FALSE,0.398203642,0.422322074,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,no,yes,51 to 60,female,no,5,more than 10 years,neither good nor poor,less than hour away,about every 2 weeks
10,ae192021-e135-4d09-b981-606ba4f8a146,2b5cb62e-e04e-4a54-abae-a05317f100c0,,4,2,3,1,FALSE,TRUE,FALSE,0.335832598,0.716506559,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,friend,no,no,71 to 80,female,no,2,less than 1 year,good,in same city or town,less than monthly
11,ae192021-e135-4d09-b981-606ba4f8a146,f1e7a4e6-b857-42ff-8704-d71f662bfc8a,,3,5,3,3,TRUE,FALSE,FALSE,0.485860244,0.614037806,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,family,yes,yes,71 to 80,male,no,5,more than 10 years,neither good nor poor,in same city or town,about every 2 weeks
12,ae192021-e135-4d09-b981-606ba4f8a146,9c0251a4-2191-4d63-9119-ac2c38ff0ec2,,3,5,3,3,TRUE,FALSE,FALSE,0.445403351,0.574372482,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,family,yes,yes,71 to 80,female,no,5,more than 10 years,neither good nor poor,in same city or town,about every 2 weeks
13,ae192021-e135-4d09-b981-606ba4f8a146,e867347e-cc92-4951-a112-5fe84962f295,,4,5,3,3,TRUE,FALSE,FALSE,0.438660535,0.48182006,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,family,yes,yes,61 to 70,female,no,5,more than 10 years,good,in same city or town,about every 2 weeks
14,ae192021-e135-4d09-b981-606ba4f8a146,807e4b2b-f988-47cb-9f33-2021c645a2bd,,3,5,6,1,TRUE,FALSE,FALSE,0.454674722,0.402489412,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,family,yes,yes,71 to 80,male,no,5,more than 10 years,neither good nor poor,outwith scotland,less than monthly
15,ae192021-e135-4d09-b981-606ba4f8a146,6802cd24-6edf-463c-8261-efed4cc05b78,,1,5,6,1,TRUE,FALSE,FALSE,0.49260306,0.359518645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,family,yes,yes,71 to 80,female,no,5,more than 10 years,very poor,outwith scotland,less than monthly
16,ae192021-e135-4d09-b981-606ba4f8a146,d18a62d3-1793-4b52-9f00-dee3e1642f90,,4,4,3,1,FALSE,TRUE,FALSE,0.333304043,0.511569053,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,no,no,51 to 60,female,no,4,more than 10 years,good,in same city or town,less than monthly
17,ae192021-e135-4d09-b981-606ba4f8a146,78cb0561-be72-4442-a441-b1ddefe5f59a,TRUE,3,5,3,3,FALSE,TRUE,FALSE,0.425174904,0.676841235,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,friend,no,yes,71 to 80,female,yes,5,more than 10 years,neither good nor poor,in same city or town,about every 2 weeks
